id;parroquia;id_canton
882;18 DE OCTUBRE;153
883;ABDÓN CALDERÓN (SAN FRANCISCO);153
884;ALHAJUELA (BAJO GRANDE);153
885;ANDRÉS DE VERA;153
886;CHIRIJOS;153
887;COLÓN;153
888;CRUCITA;153
889;FRANCISCO PACHECO;153
890;PICOAZÁ;153
891;PORTOVIEJO;153
892;PUEBLO NUEVO;153
893;RIOCHICO (RÍO CHICO);153
894;SAN PABLO;153
895;SAN PLÁCIDO;153
896;SIMÓN BOLÍVAR;153
897;MACHALILLA;154
898;PUERTO LÓPEZ;154
899;SALANGO;154
900;ROCAFUERTE;155
901;CANOA;156
902;SAN VICENTE;156
903;AYACUCHO;157
904;HONORATO VÁSQUEZ (CAB. EN VÁSQUEZ);157
905;LA UNIÓN;157
906;LODANA;157
907;OLMEDO;157
908;SAN PABLO (CAB. EN PUEBLO NUEVO);157
909;SANTA ANA;157
910;SANTA ANA DE VUELTA LARGA;157
911;10 DE AGOSTO;158
912;BAHÍA DE CARÁQUEZ;158
913;CANOA;158
914;CHARAPOTÓ;158
915;COJIMÍES;158
916;JAMA;158
917;LEONIDAS PLAZA GUTIÉRREZ;158
918;PEDERNALES;158
919;SAN ISIDRO;158
920;SAN VICENTE;158
921;ANGEL PEDRO GILER (LA ESTANCILLA);159
922;BACHILLERO;159
923;TOSAGUA;159
924;AMAZONAS (ROSARIO DE CUYES);160
925;BERMEJOS;160
926;BOMBOIZA;160
927;CHIGÜINDA;160
928;EL IDEAL;160
929;EL ROSARIO;160
930;GUALAQUIZA;160
931;MERCEDES MOLINA;160
932;NUEVA TARQUI;160
933;SAN MIGUEL DE CUYES;160
934;CHIGUAZA;161
935;HUAMBOYA;161
936;PABLO SEXTO;161
937;GENERAL LEONIDAS PLAZA GUTIÉRREZ (LIMÓN);162
938;INDANZA;162
939;PAN DE AZÚCAR;162
940;SAN ANTONIO (CAB. EN SAN ANTONIO CENTRO;162
941;SAN CARLOS DE LIMÓN (SAN CARLOS DEL;162
942;SAN JUAN BOSCO;162
943;SAN MIGUEL DE CONCHAY;162
944;SANTA SUSANA DE CHIVIAZA (CAB. EN CHIVIAZA);162
945;YUNGANZA (CAB. EN EL ROSARIO);162
946;LOGROÑO;163
947;SHIMPIS;163
948;YAUPI;163
949;ALSHI (CAB. EN 9 DE OCTUBRE);164
950;CHIGUAZA;164
951;CUCHAENTZA;164
952;GENERAL PROAÑO;164
953;HUASAGA (CAB.EN WAMPUIK);164
954;MACAS;164
955;MACUMA;164
956;RÍO BLANCO;164
957;SAN ISIDRO;164
958;SAN JOSÉ DE MORONA;164
959;SEVILLA DON BOSCO;164
960;SINAÍ;164
961;TAISHA;164
962;TUUTINENTZA;164
963;ZUÑA (ZÚÑAC);164
964;PABLO SEXTO;165
965;ARAPICOS;166
966;CUMANDÁ (CAB. EN COLONIA AGRÍCOLA SEVILLA DEL ORO);166
967;HUAMBOYA;166
968;PALORA (METZERA);166
969;SANGAY (CAB. EN NAYAMANACA);166
970;PAN DE AZÚCAR;167
971;SAN CARLOS DE LIMÓN;167
972;SAN JACINTO DE WAKAMBEIS;167
973;SAN JUAN BOSCO;167
974;SANTIAGO DE PANANZA;167
975;CHUPIANZA;168
976;COPAL;168
977;PATUCA;168
978;SAN FRANCISCO DE CHINIMBIMI;168
979;SAN LUIS DE EL ACHO (CAB. EN EL ACHO);168
980;SANTIAGO;168
981;SANTIAGO DE MÉNDEZ;168
982;TAYUZA;168
983;ASUNCIÓN;169
984;HUAMBI;169
985;LOGROÑO;169
986;SANTA MARIANITA DE JESÚS;169
987;SUCÚA;169
988;YAUPI;169
989;HUASAGA (CAB. EN WAMPUIK);170
990;MACUMA;170
991;PUMPUENTSA;170
992;TAISHA;170
993;TUUTINENTZA;170
994;SAN JOSÉ DE MORONA;171
995;SANTIAGO;171
996;ARCHIDONA;172
997;AVILA;172
998;COTUNDO;172
999;LORETO;172
1000;PUERTO MURIALDO;172
1001;SAN PABLO DE USHPAYACU;172
1002;CARLOS JULIO AROSEMENA TOLA;173
1003;EL CHACO;174
1004;GONZALO DíAZ DE PINEDA (EL BOMBÓN);174
1005;LINARES;174
1006;OYACACHI;174
1007;SANTA ROSA;174
1008;SARDINAS;174
1009;BAEZA;175
1010;COSANGA;175
1011;CUYUJA;175
1012;PAPALLACTA;175
1013;SAN FRANCISCO DE BORJA (VIRGILIO DÁVILA);175
1014;SAN JOSÉ DEL PAYAMINO;175
1015;SUMACO;175
1016;AHUANO;176
1017;CARLOS JULIO AROSEMENA TOLA (ZATZA-YACU);176
1018;CHONTAPUNTA;176
1019;PANO;176
1020;PUERTO MISAHUALLI;176
1021;PUERTO NAPO;176
1022;SAN JUAN DE MUYUNA;176
1023;TÁLAG;176
1024;TENA;176
1025;ABRAHAM CALAZACÓN;177
1026;ALLURIQUÍN;177
1027;BOMBOLÍ;177
1028;CHIGUILPE;177
1029;EL ESFUERZO;177
1030;LUZ DE AMÉRICA;177
1031;PUERTO LIMÓN;177
1032;RÍO TOACHI;177
1033;RÍO VERDE;177
1034;SAN JACINTO DEL BÚA;177
1035;SANTA MARÍA DEL TOACHI;177
1036;SANTO DOMINGO DE LOS COLORADOS;177
1037;VALLE HERMOSO;177
1038;ZARACAY;177
1039;CAPITÁN AUGUSTO RIVADENEYRA;178
1040;CONONACO;178
1041;NUEVO ROCAFUERTE;178
1042;SANTA MARÍA DE HUIRIRIMA;178
1043;TIPITINI;178
1044;TIPUTINI;178
1045;YASUNÍ;178
1046;ENOKANQUI;179
1047;LA JOYA DE LOS SACHAS;179
1048;LAGO SAN PEDRO;179
1049;POMPEYA;179
1050;RUMIPAMBA;179
1051;SAN CARLOS;179
1052;SAN SEBASTIÁN DEL COCA;179
1053;TRES DE NOVIEMBRE;179
1054;UNIÓN MILAGREÑA;179
1055;AVILA (CAB. EN HUIRUNO);180
1056;LORETO;180
1057;PUERTO MURIALDO;180
1058;SAN JOSÉ DE DAHUANO;180
1059;SAN JOSÉ DE PAYAMINO;180
1060;SAN VICENTE DE HUATICOCHA;180
1061;ALEJANDRO LABAKA;181
1062;DAYUMA;181
1063;EL DORADO;181
1064;EL EDÉN;181
1065;GARCÍA MORENO;181
1066;INÉS ARANGO (CAB. EN WESTERN);181
1067;LA BELLEZA;181
1068;NUEVO PARAÍSO (CAB. EN UNIÓN;181
1069;PUERTO FRANCISCO DE ORELLANA (EL COCA);181
1070;SAN JOSÉ DE GUAYUSA;181
1071;SAN LUIS DE ARMENIA;181
1072;TARACOA (NUEVA ESPERANZA: YUCA);181
1073;ARAJUNO;182
1074;CURARAY;182
1075;MADRE TIERRA;183
1076;MERA;183
1077;SHELL;183
1078;ARAJUNO;184
1079;CANELOS;184
1080;CURARAY;184
1081;DIEZ DE AGOSTO;184
1082;EL TRIUNFO;184
1083;FÁTIMA;184
1084;MONTALVO (ANDOAS);184
1085;POMONA;184
1086;PUYO;184
1087;RÍO CORRIENTES;184
1088;RÍO TIGRE;184
1089;SANTA CLARA;184
1090;SARAYACU;184
1091;SIMÓN BOLÍVAR (CAB. EN MUSHULLACTA);184
1092;TARQUI;184
1093;TENIENTE HUGO ORTIZ;184
1094;VERACRUZ (INDILLAMA) (CAB. EN INDILLAMA);184
1095;SAN JOSÉ;185
1096;SANTA CLARA;185
1097;ASCÁZUBI;186
1098;AYORA;186
1099;CANGAHUA;186
1100;CAYAMBE;186
1101;JUAN MONTALVO;186
1102;OLMEDO (PESILLO);186
1103;OTÓN;186
1104;SANTA ROSA DE CUZUBAMBA;186
1105;ALÓAG;187
1106;ALOASÍ;187
1107;CUTUGLAHUA;187
1108;EL CHAUPI;187
1109;MACHACHI;187
1110;MANUEL CORNEJO ASTORGA (TANDAPI);187
1111;TAMBILLO;187
1112;UYUMBICHO;187
1113;LA ESPERANZA;188
1114;MALCHINGUÍ;188
1115;TABACUNDO;188
1116;TOCACHI;188
1117;TUPIGACHI;188
1118;PEDRO VICENTE MALDONADO;189
1119;PUERTO QUITO;190
1120;ALANGASÍ;191
1121;AMAGUAÑA;191
1122;ATAHUALPA;191
1123;BELISARIO QUEVEDO;191
1124;CALACALÍ;191
1125;CALDERÓN;191
1126;CARCELÉN;191
1127;CENTRO HISTÓRICO;191
1128;CHAVEZPAMBA;191
1129;CHECA;191
1130;CHILIBULO;191
1131;CHILLOGALLO;191
1132;CHIMBACALLE;191
1133;COCHAPAMBA;191
1134;COMITÉ DEL PUEBLO;191
1135;CONOCOTO;191
1136;COTOCOLLAO;191
1137;CUMBAYÁ;191
1138;EL CONDADO;191
1139;EL QUINCHE;191
1140;GUALEA;191
1141;GUAMANÍ;191
1142;GUANGOPOLO;191
1143;GUAYLLABAMBA;191
1144;IÑAQUITO;191
1145;ITCHIMBÍA;191
1146;JIPIJAPA;191
1147;KENNEDY;191
1148;LA ARGELIA;191
1149;LA CONCEPCIÓN;191
1150;LA ECUATORIANA;191
1151;LA FERROVIARIA;191
1152;LA LIBERTAD;191
1153;LA MAGDALENA;191
1154;LA MENA;191
1155;LA MERCED;191
1156;LLANO CHICO;191
1157;LLOA;191
1158;MARISCAL SUCRE;191
1159;MINDO;191
1160;NANEGAL;191
1161;NANEGALITO;191
1162;NAYÓN;191
1163;NONO;191
1164;PACTO;191
1165;PEDRO VICENTE MALDONADO;191
1166;PERUCHO;191
1167;PIFO;191
1168;PÍNTAG;191
1169;POMASQUI;191
1170;PONCEANO;191
1171;PUÉLLARO;191
1172;PUEMBO;191
1173;PUENGASÍ;191
1174;PUERTO QUITO;191
1175;QUITO DISTRITO METROPOLITANO;191
1176;QUITUMBE;191
1177;RUMIPAMBA;191
1178;SAN ANTONIO;191
1179;SAN BARTOLO;191
1180;SAN ISIDRO DEL INCA;191
1181;SAN JOSÉ DE MINAS;191
1182;SAN JUAN;191
1183;SAN MIGUEL DE LOS BANCOS;191
1184;SOLANDA;191
1185;TABABELA;191
1186;TUMBACO;191
1187;TURUBAMBA;191
1188;YARUQUÍ;191
1189;ZAMBIZA;191
1190;COTOGCHOA;192
1191;RUMIPAMBA;192
1192;SAN PEDRO DE TABOADA;192
1193;SAN RAFAEL;192
1194;SANGOLQUI;192
1195;SANGOLQUÍ;192
1196;MINDO;193
1197;PEDRO VICENTE MALDONADO;193
1198;PUERTO QUITO;193
1199;SAN MIGUEL DE LOS BANCOS;193
1200;LA LIBERTAD;194
1201;ANCONCITO;195
1202;CARLOS ESPINOZA LARREA;195
1203;GRAL. ALBERTO ENRÍQUEZ GALLO;195
1204;JOSÉ LUIS TAMAYO (MUEY);195
1205;SALINAS;195
1206;SANTA ROSA;195
1207;VICENTE ROCAFUERTE;195
1208;ATAHUALPA;196
1209;BALLENITA;196
1210;CHANDUY;196
1211;COLONCHE;196
1212;MANGLARALTO;196
1213;SAN JOSÉ DE ANCÓN;196
1214;SANTA ELENA;196
1215;SIMÓN BOLÍVAR (JULIO MORENO);196
1216;EL DORADO DE CASCALES;197
1217;SANTA ROSA DE SUCUMBÍOS;197
1218;SEVILLA;197
1219;AGUAS NEGRAS;198
1220;CUYABENO;198
1221;TARAPOA;198
1222;EL DORADO DE CASCALES;199
1223;EL REVENTADOR;199
1224;GONZALO PIZARRO;199
1225;LUMBAQUÍ;199
1226;PUERTO LIBRE;199
1227;SANTA ROSA DE SUCUMBÍOS;199
1228;AGUAS NEGRAS;200
1229;CUYABENO;200
1230;DURENO;200
1231;EL ENO;200
1232;GENERAL FARFÁN;200
1233;JAMBELÍ;200
1234;NUEVA LOJA;200
1235;PACAYACU;200
1236;SANTA CECILIA;200
1237;TARAPOA;200
1238;PALMA ROJA;201
1239;PUERTO BOLÍVAR (PUERTO MONTÚFAR);201
1240;PUERTO EL CARMEN DEL PUTUMAYO;201
1241;PUERTO RODRÍGUEZ;201
1242;SANTA ELENA;201
1243;LIMONCOCHA;202
1244;PAÑACOCHA;202
1245;SAN PEDRO DE LOS COFANES;202
1246;SAN ROQUE (CAB. EN SAN VICENTE);202
1247;SHUSHUFINDI;202
1248;SIETE DE JULIO;202
1249;EL PLAYÓN DE SAN FRANCISCO;203
1250;LA BONITA;203
1251;LA SOFÍA;203
1252;ROSA FLORIDA;203
1253;SANTA BÁRBARA;203
1254;AMBATILLO;204
1255;AMBATO;204
1256;ATAHUALPA (CHISALATA);204
1257;ATOCHA – FICOA;204
1258;AUGUSTO N. MARTÍNEZ (MUNDUGLEO);204
1259;CELIANO MONGE;204
1260;CONSTANTINO FERNÁNDEZ (CAB. EN CULLITAHUA);204
1261;CUNCHIBAMBA;204
1262;HUACHI CHICO;204
1263;HUACHI GRANDE;204
1264;HUACHI LORETO;204
1265;IZAMBA;204
1266;JUAN BENIGNO VELA;204
1267;LA MERCED;204
1268;LA PENÍNSULA;204
1269;MATRIZ;204
1270;MONTALVO;204
1271;PASA;204
1272;PICAIGUA;204
1273;PILAGÜÍN (PILAHÜÍN);204
1274;PISHILATA;204
1275;QUISAPINCHA (QUIZAPINCHA);204
1276;SAN BARTOLOMÉ DE PINLLOG;204
1277;SAN FERNANDO (PASA SAN FERNANDO);204
1278;SAN FRANCISCO;204
1279;SANTA ROSA;204
1280;TOTORAS;204
1281;UNAMUNCHO;204
1282;BAÑOS DE AGUA SANTA;205
1283;LLIGUA;205
1284;RÍO NEGRO;205
1285;RÍO VERDE;205
1286;ULBA;205
1287;CEVALLOS;206
1288;MOCHA;207
1289;PINGUILÍ;207
1290;EL TRIUNFO;208
1291;LOS ANDES (CAB. EN POATUG);208
1292;PATATE;208
1293;SUCRE (CAB. EN SUCRE-PATATE URCU);208
1294;QUERO;209
1295;RUMIPAMBA;209
1296;YANAYACU - MOCHAPATA (CAB. EN YANAYACU);209
1297;BENÍTEZ (PACHANLICA);210
1298;BOLÍVAR;210
1299;CHIQUICHA (CAB. EN CHIQUICHA GRANDE);210
1300;COTALÓ;210
1301;EL ROSARIO (RUMICHACA);210
1302;GARCÍA MORENO (CHUMAQUI);210
1303;GUAMBALÓ (HUAMBALÓ);210
1304;PELILEO;210
1305;PELILEO GRANDE;210
1306;SALASACA;210
1307;BAQUERIZO MORENO;211
1308;CIUDAD NUEVA;211
1309;EMILIO MARÍA TERÁN (RUMIPAMBA);211
1310;MARCOS ESPINEL (CHACATA);211
1311;PÍLLARO;211
1312;PRESIDENTE URBINA (CHAGRAPAMBA -PATZUCUL);211
1313;SAN ANDRÉS;211
1314;SAN JOSÉ DE POALÓ;211
1315;SAN MIGUELITO;211
1316;QUINCHICOTO;212
1317;TISALEO;212
1318;PANGUINTZA;213
1319;PAQUISHA;213
1320;TRIUNFO-DORADO;213
1321;ZUMBI;213
1322;CHITO;214
1323;EL CHORRO;214
1324;EL PORVENIR DEL CARMEN;214
1325;LA CHONTA;214
1326;PALANDA;214
1327;PUCAPAMBA;214
1328;SAN ANDRÉS;214
1329;SAN FRANCISCO DEL VERGEL;214
1330;VALLADOLID;214
1331;ZUMBA;214
1332;EL GUISME;215
1333;EL PANGUI;215
1334;PACHICUTZA;215
1335;TUNDAYME;215
1336;GUAYZIMI;216
1337;NUEVO PARAÍSO;216
1338;ZURMI;216
1339;EL PORVENIR DEL CARMEN;217
1340;LA CANELA;217
1341;PALANDA;217
1342;SAN FRANCISCO DEL VERGEL;217
1343;VALLADOLID;217
1344;BELLAVISTA;218
1345;NUEVO QUITO;218
1346;PAQUISHA;218
1347;28 DE MAYO (SAN JOSÉ DE YACUAMBI);219
1348;LA PAZ;219
1349;TUTUPALI;219
1350;CHICAÑA;220
1351;EL PANGUI;220
1352;LOS ENCUENTROS;220
1353;YANTZAZA (YANZATZA);220
1354;CUMBARATZA;221
1355;EL LIMÓN;221
1356;GUADALUPE;221
1357;IMBANA (LA VICTORIA DE IMBANA);221
1358;PAQUISHA;221
1359;SABANILLA;221
1360;SAN CARLOS DE LAS MINAS;221
1361;TIMBARA;221
1362;ZAMORA;221
1363;ZUMBI;221
